1,1,1,1,1,1,1,1
-2.7783e-07,8.4919e-08,3.5797e-08,8.386e-08,-1.2866e-07,1.9778e-07,-1.6249e-07,-1.9748e-07
-0.0053455,-0.0027019,0.00015869,0.0012148,-0.0013715,0.00021673,-0.002501,-0.002929
-0.0041662,-0.0018923,0.00046482,-0.001448,-0.0028413,-0.0045492,-0.0062426,-0.0064629
-0.0017188,-0.0046895,-0.0038239,-0.0048706,-0.0082733,-0.011349,-0.0070154,-0.0049611
-0.0056306,-0.0031139,-0.0031876,-0.004454,-0.0091692,-0.0085264,-0.0032899,0.002827
-0.0013908,-0.0043616,-0.01015,-0.0074119,-0.0069776,-0.0071504,0.0029277,0.0062692
-0.006182,-0.0054962,-0.0040711,-0.0091064,-0.0076605,-0.007599,0.010908,0.0064432
-0.0044302,-0.0068362,-0.0065129,-0.0090619,-0.0059859,-0.0035643,0.009766,0.0026068
-0.010201,-0.0089375,-0.013931,-0.011446,0.0023647,0.0050624,0.0030135,-0.0016445
-0.008773,-0.0088267,-0.010475,-0.0074082,0.00095238,0.0037439,-0.0047808,-0.00090674
-0.0045912,-0.0068689,-0.0094417,-0.0091464,0.0020611,0.0048336,-0.0063302,0.0015352
-0.008128,-0.0092321,-0.010238,-0.0050343,0.0078155,0.0055702,-0.009003,-0.00032018
-0.0075985,-0.01273,-0.0083599,-0.0077988,0.010071,0.0065327,-0.0010065,-0.0013334
-0.0082957,-0.011532,-0.0056103,-0.0021368,0.0094756,0.0022427,0.0036983,-0.0038494
-0.010931,-0.012103,-6.6428e-05,-0.0049036,0.00443,-0.0043868,0.0038723,-0.0048038
-0.010466,-0.0092894,-0.0042857,-0.00049071,0.0039441,0.0022051,0.0050118,0.0011582
-0.0087286,-0.010836,-0.0035073,0.0019925,-0.0010086,-0.0024589,0.0018421,0.0077955
-0.0098509,-0.012413,0.0018263,0.0033197,-0.00027575,-0.0038294,0.0017251,0.011013
-0.010501,-0.010199,-0.0013999,0.0018543,-0.0051801,-0.0035509,-0.0051511,0.0028445
-0.0087201,-0.0085053,-0.0012217,0.0034417,-0.0023578,0.0037151,-0.0054478,-0.0034118
-0.010105,-0.0069076,0.0067669,0.0078215,-0.0083084,0.0031039,-0.0077563,-0.011498
-0.0096873,-0.011863,0.0081999,0.0074465,-0.010515,-0.00047953,-4.3546e-05,-0.0083309
-0.008977,-0.0058791,0.0067965,0.006575,-0.0072603,-0.0015904,0.0020126,-0.001075
-0.0094006,-0.0050686,0.0078007,0.0020593,-0.0033367,-0.0011791,-0.0041987,-0.0010874
-0.0082638,-0.0040032,0.0049887,0.0012617,-0.0010745,-0.0024911,0.0016201,0.0091999
-0.0094234,-0.0093726,0.0045391,0.00028533,-0.0023306,-0.0071469,-0.0012649,0.0050902
-0.0091626,-0.010376,0.0057711,0.00067623,-0.0025352,-0.01082,-0.0026812,0.0010319
-0.0050692,-0.0012796,0.008441,0.002419,-0.0011578,-0.0079973,0.002048,0.0026138
-0.0045185,-0.0012606,0.0059527,0.0030305,0.0067824,-0.0052774,0.0025876,0.00088677
-0.010297,-0.00072711,0.00226,-0.0038891,0.0059822,-0.0036285,0.0017705,-0.00011305
0.0001078,0.0019774,0.0064438,0.0035812,0.0090756,0.0024162,-0.0014199,-0.0030399
-0.0023961,0.00031715,0.0053136,-0.00042752,0.0054433,0.0014454,-0.0041612,-0.004776
-0.0024659,0.0017744,0.0036615,0.0010719,0.0021611,0.0049558,-0.0061442,-0.0080261
-0.00083115,0.0019797,0.0033348,-0.0034437,0.0055623,0.0099865,-0.0020562,-0.0014307
0.00049123,0.0026736,0.0022847,0.00085195,0.0018675,0.010787,3.4143e-05,0.0024282
-0.0018899,0.0029501,-0.00065436,-0.0022146,-0.00070613,0.0088715,0.0032414,0.0086196
0.00011165,0.0053166,-0.0025537,0.00039186,-0.0026343,0.0032766,0.0080711,0.0099523
0.0042531,0.0089835,-0.0029054,0.0020858,-0.0020815,0.0024799,0.010949,0.0043416
0.0051255,0.0042398,-0.0047597,-0.0011397,-0.00025363,-0.0019526,-0.0010666,-0.0087247
0.0039083,0.0036865,-0.0073725,0.0023366,-0.0029658,-0.0072112,-0.0044964,-0.0079813
0.0064591,0.0050475,-0.004207,0.0019555,-0.0050024,-0.010329,-0.010576,-0.009082
0.0060252,0.0072097,-0.0067987,0.0038679,-0.0033571,-0.010143,-0.0045252,0.0024981
0.0068322,0.0083582,-0.0059642,0.0039889,-0.0029988,-0.01007,-0.0038469,0.0062178
0.0046075,0.004714,-0.0081708,0.0017965,0.0023558,-0.0060222,-4.7674e-05,0.0008366
0.007267,0.0044581,-0.0050015,0.001702,0.0023089,-0.00046215,0.0099777,0.0041349
0.010283,0.0083414,-0.005845,-0.0011521,-0.0018159,-0.00076119,0.010864,-0.0017766
0.0090717,0.0080629,-0.006365,-0.0034651,0.0018072,0.0053098,0.0035661,-7.8717e-05
0.0040664,0.00080417,-0.0027574,-0.001917,2.296e-05,0.0012728,-0.0069349,0.00058527
0.0091786,0.0042188,-0.004799,-0.001387,0.0011795,0.0084843,-0.0062495,0.0031421
0.0080148,0.0058317,-0.0025545,-0.00087627,0.00013514,0.0043892,-0.0088494,-0.0032059
0.0087637,0.0060877,0.00079399,-0.0023378,-2.1824e-05,0.0067175,-0.0086788,-0.0057117
0.0089733,0.0015315,-0.00011959,-0.0059862,-0.00062642,0.0023421,0.0063544,-0.0047036
0.0091405,0.0043975,-0.00029222,-0.011014,-0.00048541,0.0010381,0.0054749,-0.0031801
0.0047615,0.0015093,0.0031763,-0.0073825,0.0026454,-0.0014698,0.0076809,0.0060494
0.010449,0.0018324,0.0011084,-0.010207,0.0017336,-0.0036397,0.0083931,0.010446
0.0090621,0.0015652,0.0095142,-0.001883,0.0006279,-0.0016052,0.00078916,0.0067739
0.0083371,0.0015731,0.0071529,-0.0033149,0.0024923,-0.00021003,-0.0044933,-0.0018219
0.0064479,0.0015038,0.0070015,-0.0029157,0.0040023,0.00094699,-0.010014,-0.0082697
0.0083276,0.00028862,0.0065015,-0.0032634,0.0032847,-0.00023536,-0.0053336,-0.0058663
0.0072168,0.0013292,0.0063653,0.00055142,-0.0017723,-0.0022944,-0.00018695,-0.0016686
0.0059228,-0.0027911,0.0085533,0.005191,0.00086133,0.00084567,-0.00076997,0.00094369
0.0082353,7.7459e-05,0.0035277,-0.00089406,-0.0064476,-0.0036501,0.006131,0.0079777
0.0043647,-0.0007046,0.004096,0.0030773,-0.0037538,-0.0025444,0.0010038,0.0035595
0.0025872,-0.00182,0.0065373,0.0019811,-0.0010338,-0.0042968,0.0069706,0.0036145
0.006196,0.00025917,0.0025843,0.0066255,-0.006955,-0.0039057,1.88e-05,-0.002025
0.00081458,0.00068195,0.0040587,0.0086988,-0.0072162,-0.0083375,-0.0065882,-0.0015382
0.0050393,-0.0032609,0.0021208,0.0086521,-0.0047446,-0.0011437,-0.0033195,0.0010705
0.0022313,0.0023933,0.00074205,0.0082768,-0.0022116,0.0031063,-0.0021899,-0.0016784
0.00308,0.0003934,-0.0023314,0.013129,-0.00012896,0.0008026,0.0020047,-0.0032458
0.0012098,0.0039433,0.00086656,0.0090093,0.0037809,0.0073068,-7.5904e-05,-0.004845
-0.0025274,-0.0010787,0.0003091,0.0089927,0.0038568,0.006163,0.0033035,-0.0031454
0.0025728,-0.0034728,-0.0045596,0.0060757,0.0013396,0.0072599,0.0044712,0.0069927
-0.005061,-0.0034853,0.0005584,0.0086761,0.012017,0.0077113,-0.001346,0.0052037
-0.0032582,0.00094811,-0.001483,0.0031842,0.0078917,0.0080975,-0.00058659,0.0086163
-0.0034463,1.5452e-05,-0.0078555,0.00056377,0.007374,0.0044196,0.0042145,0.0026893
-0.004997,-0.00085982,-0.0058637,-0.0063852,0.0025641,-0.0041348,0.0022161,-0.0049593
-0.0050313,0.00058786,-0.002324,0.00028483,-2.0305e-05,-0.0081271,0.00038903,-0.0075558
-0.0060674,0.0016663,-0.0015899,-0.003703,0.0022171,-0.0052777,-0.0033924,-0.01341
-0.005073,0.0030274,-0.0078452,-0.0076065,-0.0049558,-0.011347,-0.0046214,-0.0045355
